Unnamed: 0,p,ratio,n,beta,pct,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
4,0.1,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.282247614934831,-11.467262808447195,131.49811631799625,-0.7281028108291339
5,0.15,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Reg,14.94982405241626,-0.799686370965766,0.6394982919083967,-0.0507753161506872
6,0.15,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,VIM,16.36967415331123,0.6201637299292049,0.3846030519197038,0.0393766989104942
7,0.15,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,SNIPE(1),7.600270670271949,-8.149239753110077,66.41010855366959,-0.5174281316714175
8,0.15,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Lin's,4.953448480650764,-10.796061942731262,116.5549534712903,-0.6854855581226971
9,0.15,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.485233329714735,-11.26427709366729,126.88393844291762,-0.7152144283129035
10,0.2,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Reg,12.88833156033211,-2.861178863049915,8.186344486363604,-0.1816677970384497
11,0.2,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,VIM,14.83128069915371,-0.9182297242283148,0.8431458264564071,-0.0583021122272533
12,0.2,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,SNIPE(1),3.008387668290037,-12.741122755091988,162.33620906032286,-0.8089853216120466
13,0.2,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Lin's,5.02375552168603,-10.725754901695996,115.04181821125567,-0.6810214802469247
14,0.2,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.67603135206762,-11.073479071314406,122.62193874283815,-0.7030998915924718
15,0.25,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Reg,14.87242223129786,-0.877088192084166,0.7692836966934709,-0.0556898702566667
16,0.25,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,VIM,17.61605446456721,1.8665440411851844,3.483986657683919,0.1185144167030155
17,0.25,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,SNIPE(1),1.7107800581363155,-14.03873036524571,197.08595026807197,-0.8913756674241469
18,0.25,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Lin's,4.899795727397522,-10.849714695984504,117.71630898426208,-0.6888921880312424
19,0.25,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.661422175227467,-11.08808824815456,122.94570099886324,-0.7040274872095688
20,0.3,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Reg,19.267982924062355,3.51847250068033,12.379648738043697,0.2234020236880975
21,0.3,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,VIM,21.039232853372877,5.289722429990848,27.98116338634828,0.3358658325110616
22,0.3,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,SNIPE(1),10.982513219962076,-4.766997203419949,22.724262337413617,-0.3026758975531565
23,0.3,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Lin's,4.7986265491314,-10.950883874250623,119.92185762732238,-0.6953158275950427
24,0.3,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.848326157378552,-10.901184266003472,118.83581840136166,-0.6921601988223942
25,0.4,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Reg,22.17682118097052,6.427310757588495,41.3103235746128,0.4080959080509821
26,0.4,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,VIM,25.790222746886748,10.040712323504724,100.8159039633796,0.6375253613342856
27,0.4,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,SNIPE(1),2.7722905357188945,-12.97721988766313,168.40823601275946,-0.8239760817197784
28,0.4,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Lin's,4.663267344626903,-11.08624307875512,122.90478560124583,-0.703910329955163
29,0.4,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.45350847314721,-11.296001950234816,127.59966005970875,-0.7172287675345486
30,0.5,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Reg,27.65602638119338,11.906515957811356,141.76512225361648,0.7559927666154443
31,0.5,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,VIM,29.66341811989105,13.913907696509026,193.59682738697316,0.8834501722575562
32,0.5,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,SNIPE(1),25.869349614132517,10.119839190750488,102.4111452466495,0.6425494455831707
33,0.5,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,Lin's,4.99211893896622,-10.757391484415804,115.72147154898168,-0.683030214605603
34,0.5,2,10000,1,1,10000-0,15.749510423382024,2,Bernoulli,DM,4.965029917557831,-10.784480505824195,116.30501978050208,-0.684750205937408
0,0.1,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,3.4447990456061075,-12.304711377775918,151.40592209036814,-0.7812758014057445
1,0.1,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,3.55569330015188,-12.193817123230144,148.6891760347807,-0.7742346774873059
2,0.1,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),4.69282520660748,-11.056685216774548,122.2502879828408,-0.7020335819683372
3,0.1,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,4.424667344768755,-11.32484307861327,128.2520707552149,-0.7190600072114108
4,0.1,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,5.048741961560989,-10.700768461821037,114.50644567350376,-0.6794349903051253
5,0.15,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,3.591440326435921,-12.158070096946105,147.81866848225508,-0.7719649544722356
6,0.15,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,3.0346713129362493,-12.714839110445777,161.66713360452155,-0.8073164669023033
