,Unnamed: 0,p,ratio,n,beta,pct,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
33,33,0.35,2,10000,2,2.0,10000-0,8.698167151381423,1,Bernoulli,Lin's,3.797340645549157,-4.900826505832265,24.01810044026809,-0.5634320909841251
34,34,0.35,2,10000,2,2.0,10000-0,8.698167151381423,1,Bernoulli,DM,3.83472428365418,-4.863442867727242,23.65307652764698,-0.5591342156439062
35,35,0.35,2,10000,2,4.0,10000-0,8.698167151381423,1,Bernoulli,Reg,8.88235475641528,0.1841876050338573,0.0339250738481082,0.0211754501641883
36,36,0.35,2,10000,2,4.0,10000-0,8.698167151381423,1,Bernoulli,VIM,9.242729117996827,0.5445619666154045,0.2965477354840369,0.0626065189525495
37,37,0.35,2,10000,2,4.0,10000-0,8.698167151381423,1,Bernoulli,SNIPE(2),10.851590181113266,2.153423029731844,4.637230744979473,0.2475720450359294
38,38,0.35,2,10000,2,4.0,10000-0,8.698167151381423,1,Bernoulli,Lin's,3.797340645549157,-4.900826505832266,24.0181004402681,-0.5634320909841252
39,39,0.35,2,10000,2,4.0,10000-0,8.698167151381423,1,Bernoulli,DM,3.863788967385918,-4.834378183995504,23.37121242589167,-0.5557927434433954
45,0,0.35,2,10000,2,0.0,10000-0,8.698167151381423,2,Bernoulli,Reg,12.643357327335382,3.945190175953959,15.564525524443631,0.4535656888735914
46,1,0.35,2,10000,2,0.0,10000-0,8.698167151381423,2,Bernoulli,VIM,12.591036734458536,3.892869583077113,15.154433590846976,0.4475505604027001
47,2,0.35,2,10000,2,0.0,10000-0,8.698167151381423,2,Bernoulli,SNIPE(2),12.347488316205574,3.6493211648241513,13.3175449640335,0.4195505905223464
48,3,0.35,2,10000,2,0.0,10000-0,8.698167151381423,2,Bernoulli,Lin's,3.84508522133432,-4.853081930047104,23.55240421974972,-0.5579430523218157
49,4,0.35,2,10000,2,0.0,10000-0,8.698167151381423,2,Bernoulli,DM,3.874047580330559,-4.824119571050863,23.272129635795963,-0.5546133440634913
50,5,0.35,2,10000,2,0.25,10000-0,8.698167151381424,2,Bernoulli,Reg,12.643357327335384,3.945190175953961,15.564525524443646,0.4535656888735915
51,6,0.35,2,10000,2,0.25,10000-0,8.698167151381424,2,Bernoulli,VIM,12.5684378386612,3.870270687279774,14.978995192817054,0.4449524388209884
52,7,0.35,2,10000,2,0.25,10000-0,8.698167151381424,2,Bernoulli,SNIPE(2),12.246847235228447,3.5486800838470227,12.593130337492513,0.4079802126225441
53,8,0.35,2,10000,2,0.25,10000-0,8.698167151381424,2,Bernoulli,Lin's,3.84508522133432,-4.8530819300471055,23.55240421974974,-0.5579430523218157
54,9,0.35,2,10000,2,0.25,10000-0,8.698167151381424,2,Bernoulli,DM,3.8870554216442494,-4.811111729737174,23.146796076014624,-0.5531178748356295
55,10,0.35,2,10000,2,0.5,10000-0,8.698167151381424,2,Bernoulli,Reg,12.64335732733538,3.945190175953956,15.564525524443605,0.4535656888735909
56,11,0.35,2,10000,2,0.5,10000-0,8.698167151381424,2,Bernoulli,VIM,12.545838942869194,3.8476717914877696,14.804578215010702,0.44235431723989
57,12,0.35,2,10000,2,0.5,10000-0,8.698167151381424,2,Bernoulli,SNIPE(2),12.14620615425132,3.448039002869894,11.888972965312014,0.396409834722742
58,13,0.35,2,10000,2,0.5,10000-0,8.698167151381424,2,Bernoulli,Lin's,3.84508522133432,-4.8530819300471055,23.55240421974974,-0.5579430523218157
59,14,0.35,2,10000,2,0.5,10000-0,8.698167151381424,2,Bernoulli,DM,3.9000632629579433,-4.798103888423482,23.021800924104536,-0.5516224056077672
60,15,0.35,2,10000,2,0.75,10000-0,8.698167151381424,2,Bernoulli,Reg,12.643357327335382,3.945190175953957,15.564525524443615,0.4535656888735911
61,16,0.35,2,10000,2,0.75,10000-0,8.698167151381424,2,Bernoulli,VIM,12.523240047071504,3.825072895690081,14.6311826573429,0.4397561956581383
62,17,0.35,2,10000,2,0.75,10000-0,8.698167151381424,2,Bernoulli,SNIPE(2),12.045565073274192,3.3473979218927674,11.205072847492016,0.3848394568229401
63,18,0.35,2,10000,2,0.75,10000-0,8.698167151381424,2,Bernoulli,Lin's,3.84508522133432,-4.853081930047105,23.55240421974973,-0.5579430523218157
64,19,0.35,2,10000,2,0.75,10000-0,8.698167151381424,2,Bernoulli,DM,3.913071104271636,-4.785096047109789,22.89714418006573,-0.5501269363799051
65,20,0.35,2,10000,2,1.0,10000-0,8.698167151381424,2,Bernoulli,Reg,12.643357327335384,3.945190175953961,15.564525524443646,0.4535656888735915
66,21,0.35,2,10000,2,1.0,10000-0,8.698167151381424,2,Bernoulli,VIM,12.500641151277536,3.802473999896112,14.458808519885936,0.437158074076814
67,22,0.35,2,10000,2,1.0,10000-0,8.698167151381424,2,Bernoulli,SNIPE(2),11.944923992297063,3.2467568409156407,10.541429984032511,0.3732690789231381
68,23,0.35,2,10000,2,1.0,10000-0,8.698167151381424,2,Bernoulli,Lin's,3.84508522133432,-4.8530819300471055,23.55240421974974,-0.5579430523218157
69,24,0.35,2,10000,2,1.0,10000-0,8.698167151381424,2,Bernoulli,DM,3.9260789455853273,-4.772088205796097,22.77282584389821,-0.5486314671520429
70,25,0.35,2,10000,2,1.3333333333333333,10000-0,8.698167151381424,2,Bernoulli,Reg,12.64335732733538,3.945190175953956,15.564525524443605,0.4535656888735909
71,26,0.35,2,10000,2,1.3333333333333333,10000-0,8.698167151381424,2,Bernoulli,VIM,12.470509290219088,3.7723421388376632,14.230565212450315,0.4336939119684022
72,27,0.35,2,10000,2,1.3333333333333333,10000-0,8.698167151381424,2,Bernoulli,SNIPE(2),11.81073588432756,3.112568732946136,9.68808411731391,0.3578419083900686
73,28,0.35,2,10000,2,1.3333333333333333,10000-0,8.698167151381424,2,Bernoulli,Lin's,3.845085221334318,-4.853081930047106,23.552404219749747,-0.5579430523218158
74,29,0.35,2,10000,2,1.3333333333333333,10000-0,8.698167151381424,2,Bernoulli,DM,3.9434227340035823,-4.754744417377842,22.60759447458576,-0.5466375081815603
75,30,0.35,2,10000,2,2.0,10000-0,8.698167151381423,2,Bernoulli,Reg,12.643357327335378,3.945190175953956,15.564525524443605,0.453565688873591
76,31,0.35,2,10000,2,2.0,10000-0,8.698167151381423,2,Bernoulli,VIM,12.410245568103198,3.7120784167217753,13.779526171891645,0.4267655877516945
77,32,0.35,2,10000,2,2.0,10000-0,8.698167151381423,2,Bernoulli,SNIPE(2),11.542359668388553,2.84419251700713,8.089431073799354,0.3269875673239301
78,33,0.35,2,10000,2,2.0,10000-0,8.698167151381423,2,Bernoulli,Lin's,3.845085221334319,-4.853081930047104,23.55240421974972,-0.5579430523218157
79,34,0.35,2,10000,2,2.0,10000-0,8.698167151381423,2,Bernoulli,DM,3.978110310840096,-4.720056840541327,22.27893657794097,-0.5426495902405943
80,35,0.35,2,10000,2,4.0,10000-0,8.698167151381423,2,Bernoulli,Reg,12.643357327335384,3.945190175953962,15.56452552444366,0.4535656888735918
81,36,0.35,2,10000,2,4.0,10000-0,8.698167151381423,2,Bernoulli,VIM,12.229454401730123,3.5312872503487007,12.469989644475287,0.4059806150986498
82,37,0.35,2,10000,2,4.0,10000-0,8.698167151381423,2,Bernoulli,SNIPE(2),10.737231020571537,2.0390638691901124,4.157781462636552,0.2344245441255142
83,38,0.35,2,10000,2,4.0,10000-0,8.698167151381423,2,Bernoulli,Lin's,3.84508522133432,-4.853081930047103,23.552404219749715,-0.5579430523218156
84,39,0.35,2,10000,2,4.0,10000-0,8.698167151381423,2,Bernoulli,DM,4.082173041349632,-4.615994110031791,21.307401623848182,-0.5306858364176974
90,0,0.35,2,10000,2,0.0,10000-0,8.698167151381423,3,Bernoulli,Reg,15.46239808878272,6.764230937401297,45.75482017449684,0.7776616406281659
91,1,0.35,2,10000,2,0.0,10000-0,8.698167151381423,3,Bernoulli,VIM,18.20790000704681,9.509732855665389,90.43501898612176,1.093303070653807
92,2,0.35,2,10000,2,0.0,10000-0,8.698167151381423,3,Bernoulli,SNIPE(2),9.27832067450194,0.5801535231205186,0.3365781103891501,0.0666983644972124
93,3,0.35,2,10000,2,0.0,10000-0,8.698167151381423,3,Bernoulli,Lin's,3.677956574601243,-5.02021057678018,25.202514235215585,-0.5771572895081559
94,4,0.35,2,10000,2,0.0,10000-0,8.698167151381423,3,Bernoulli,DM,3.4566468393575684,-5.241520312023854,27.47353518135864,-0.6026005503000029
95,5,0.35,2,10000,2,0.25,10000-0,8.698167151381424,3,Bernoulli,Reg,15.462398088782724,6.764230937401301,45.754820174496885,0.7776616406281661
96,6,0.35,2,10000,2,0.25,10000-0,8.698167151381424,3,Bernoulli,VIM,18.35934028602231,9.661173134640883,93.33826633750678,1.1107136672013158
97,7,0.35,2,10000,2,0.25,10000-0,8.698167151381424,3,Bernoulli,SNIPE(2),8.544150730300771,-0.1540164210806534,0.0237210579624931,-0.0177067672304035
98,8,0.35,2,10000,2,0.25,10000-0,8.698167151381424,3,Bernoulli,Lin's,3.677956574601241,-5.020210576780183,25.20251423521562,-0.5771572895081563
99,9,0.35,2,10000,2,0.25,10000-0,8.698167151381424,3,Bernoulli,DM,3.356210080667378,-5.341957070714047,28.5365053453518,-0.6141474379307196
