Unnamed: 0,p,ratio,n,beta,rho,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
0,0.35,0.01,10000,1,1,10000-0,5.052313174503928,1,Bernoulli,Reg,5.481876033382093,0.4295628588781657,0.1845242497275829,0.0850230070942392
1,0.35,0.01,10000,1,1,10000-0,5.052313174503928,1,Bernoulli,VIM,5.482017089045569,0.4297039145416415,0.1846454541724103,0.0850509261203573
2,0.35,0.01,10000,1,1,10000-0,5.052313174503928,1,Bernoulli,SNIPE(1),5.406624491275025,0.3543113167710974,0.1255365091920689,0.0701285341057438
3,0.35,0.01,10000,1,1,10000-0,5.052313174503928,1,Bernoulli,Lin's,4.987712651055814,-0.0646005234481137,0.0041732276297702,-0.0127863260286624
4,0.35,0.01,10000,1,1,10000-0,5.052313174503928,1,Bernoulli,DM,5.005139318719147,-0.0471738557847807,0.0022253726696032,-0.0093370806906506
5,0.35,0.1,10000,1,1,10000-0,5.500908125470512,1,Bernoulli,Reg,5.942808485027638,0.4419003595571258,0.195275927776717,0.080332255961706
6,0.35,0.1,10000,1,1,10000-0,5.500908125470512,1,Bernoulli,VIM,5.942955886417244,0.4420477609467319,0.195406222958019,0.0803590517900027
7,0.35,0.1,10000,1,1,10000-0,5.500908125470512,1,Bernoulli,SNIPE(1),5.861648141374448,0.3607400159039358,0.1301333590743718,0.0655782659291515
8,0.35,0.1,10000,1,1,10000-0,5.500908125470512,1,Bernoulli,Lin's,4.978610358435398,-0.5222977670351145,0.2727949574498667,-0.0949475532261212
9,0.35,0.1,10000,1,1,10000-0,5.500908125470512,1,Bernoulli,DM,4.997051687997437,-0.5038564374730754,0.2538713095830591,-0.0915951377446389
10,0.35,0.25,10000,1,1,10000-0,6.248566377081484,1,Bernoulli,Reg,6.711029237770212,0.4624628606887286,0.2138718975164024,0.0740110343366042
11,0.35,0.25,10000,1,1,10000-0,6.248566377081484,1,Bernoulli,VIM,6.711187215370069,0.4626208382885854,0.2140180400188335,0.0740363165518074
12,0.35,0.25,10000,1,1,10000-0,6.248566377081484,1,Bernoulli,SNIPE(1),6.620020891540156,0.371454514458672,0.1379784563117278,0.0594463580992104
13,0.35,0.25,10000,1,1,10000-0,6.248566377081484,1,Bernoulli,Lin's,4.963439870734702,-1.2851265063467814,1.6515501373150838,-0.2056674169390875
14,0.35,0.25,10000,1,1,10000-0,6.248566377081484,1,Bernoulli,DM,4.983572303461251,-1.2649940736202323,1.6002100062943097,-0.2024454886580036
15,0.35,0.5,10000,1,1,10000-0,7.494663463099773,1,Bernoulli,Reg,7.991397159007834,0.4967336959080617,0.2467443646504827,0.0662783190137551
16,0.35,0.5,10000,1,1,10000-0,7.494663463099773,1,Bernoulli,VIM,7.991572763624706,0.4969093005249334,0.2469188529481786,0.0663017496344543
17,0.35,0.5,10000,1,1,10000-0,7.494663463099773,1,Bernoulli,SNIPE(1),7.883975475149669,0.3893120120498965,0.1515638427263387,0.0519452292910398
18,0.35,0.5,10000,1,1,10000-0,7.494663463099773,1,Bernoulli,Lin's,4.938155724566875,-2.556507738532898,6.535731817178592,-0.341110411577511
19,0.35,0.5,10000,1,1,10000-0,7.494663463099773,1,Bernoulli,DM,4.961106662567607,-2.533556800532166,6.4189100615227845,-0.3380481075642979
20,0.35,0.75,10000,1,1,10000-0,8.740760549118061,1,Bernoulli,Reg,9.27176508024546,0.5310045311273992,0.281965812077829,0.0607503807184121
21,0.35,0.75,10000,1,1,10000-0,8.740760549118061,1,Bernoulli,VIM,9.271958311879509,0.5311977627614475,0.282171063162767,0.0607724876772931
22,0.35,0.75,10000,1,1,10000-0,8.740760549118061,1,Bernoulli,SNIPE(1),9.14793005875918,0.4071695096411183,0.1657870095813887,0.0465828468075585
23,0.35,0.75,10000,1,1,10000-0,8.740760549118061,1,Bernoulli,Lin's,4.912871578399052,-3.827888970719009,14.652733972152234,-0.4379354575850085
24,0.35,0.75,10000,1,1,10000-0,8.740760549118061,1,Bernoulli,DM,4.938641021673967,-3.802119527444094,14.4561129009717,-0.4349872652474991
25,0.35,1.0,10000,1,1,10000-0,9.986857635136351,1,Bernoulli,Reg,10.552133001483083,0.5652753663467305,0.3195362397984304,0.0566019249496403
26,0.35,1.0,10000,1,1,10000-0,9.986857635136351,1,Bernoulli,VIM,10.55234386013421,0.5654862249978567,0.3197746706623266,0.056623038563034
27,0.35,1.0,10000,1,1,10000-0,9.986857635136351,1,Bernoulli,SNIPE(1),10.411884642368692,0.4250270072323392,0.1806479568768789,0.0425586328313106
28,0.35,1.0,10000,1,1,10000-0,9.986857635136351,1,Bernoulli,Lin's,4.887587432231228,-5.099270202905125,26.00255660223608,-0.5105980668998996
29,0.35,1.0,10000,1,1,10000-0,9.986857635136351,1,Bernoulli,DM,4.9161753807803255,-5.070682254356028,25.711818524641124,-0.507735509968226
30,0.35,1.3333333333333333,10000,1,1,10000-0,11.64832041649407,1,Bernoulli,Reg,12.259290229799916,0.6109698133058465,0.373284112770981,0.052451322719515
31,0.35,1.3333333333333333,10000,1,1,10000-0,11.64832041649407,1,Bernoulli,VIM,12.259524591140464,0.6112041746463959,0.373570543105182,0.0524714424734512
