Unnamed: 0,p,ratio,n,beta,rho,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
0,0.35,2,10000,1,0.0,10000-0,16.886474141628295,1,Bernoulli,Reg,29.683892045642768,12.797417904014472,163.7739050099902,0.7578502058322798
1,0.35,2,10000,1,0.0,10000-0,16.886474141628295,1,Bernoulli,VIM,30.2393112322702,13.352837090641902,178.29825836922208,0.7907415709549858
2,0.35,2,10000,1,0.0,10000-0,16.886474141628295,1,Bernoulli,SNIPE(1),29.657832385902424,12.77135824427413,163.10759140358877,0.7563069790152557
3,0.35,2,10000,1,0.0,10000-0,16.886474141628295,1,Bernoulli,Lin's,5.416257895472063,-11.470216246156232,131.56586073358636,-0.6792546596734494
4,0.35,2,10000,1,0.0,10000-0,16.886474141628295,1,Bernoulli,DM,5.417305919263627,-11.469168222364669,131.54181971289952,-0.6791925967595
5,0.35,2,10000,1,0.2,10000-0,16.468804822817038,1,Bernoulli,Reg,27.56296899860787,11.094164175790834,123.0804787594007,0.6736471951152277
6,0.35,2,10000,1,0.2,10000-0,16.468804822817038,1,Bernoulli,VIM,14.836679383978993,-1.6321254388380453,2.663833448102282,-0.0991040610656083
7,0.35,2,10000,1,0.2,10000-0,16.468804822817038,1,Bernoulli,SNIPE(1),28.284083529760235,11.815278706943197,139.6008109227453,0.7174338899549942
8,0.35,2,10000,1,0.2,10000-0,16.468804822817038,1,Bernoulli,Lin's,4.875717978144174,-11.593086844672865,134.39966258812703,-0.7039422088851881
9,0.35,2,10000,1,0.2,10000-0,16.468804822817038,1,Bernoulli,DM,4.8894817518929,-11.579323070924138,134.08072278083603,-0.7031064606996453
10,0.35,2,10000,1,0.4,10000-0,16.01077609862984,1,Bernoulli,Reg,10.828427495298502,-5.182348603331338,26.85673704645027,-0.3236787880491833
11,0.35,2,10000,1,0.4,10000-0,16.01077609862984,1,Bernoulli,VIM,14.137554772574251,-1.8732213260555888,3.508958136389458,-0.1169975343178956
12,0.35,2,10000,1,0.4,10000-0,16.01077609862984,1,Bernoulli,SNIPE(1),10.236371104693289,-5.774404993936551,33.343753033999384,-0.3606574071341057
13,0.35,2,10000,1,0.4,10000-0,16.01077609862984,1,Bernoulli,Lin's,5.050702258981016,-10.960073839648825,120.12321857055451,-0.6845435706634333
14,0.35,2,10000,1,0.4,10000-0,16.01077609862984,1,Bernoulli,DM,5.073408234977803,-10.937367863652035,119.62601578484832,-0.6831254023087631
15,0.35,2,10000,1,0.6,10000-0,15.358209518089836,1,Bernoulli,Reg,5.071823791108743,-10.286385726981091,105.80973132424036,-0.669764643779938
16,0.35,2,10000,1,0.6,10000-0,15.358209518089836,1,Bernoulli,VIM,13.957324985622956,-1.400884532466879,1.9624774733049464,-0.0912140527069143
17,0.35,2,10000,1,0.6,10000-0,15.358209518089836,1,Bernoulli,SNIPE(1),2.334795092089224,-13.023414426000611,169.6093233113609,-0.8479773902459685
18,0.35,2,10000,1,0.6,10000-0,15.358209518089836,1,Bernoulli,Lin's,4.745100157372205,-10.613109360717631,112.6380903025522,-0.6910381934962447
