Unnamed: 0,p,ratio,n,beta,rho,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
10,0.2,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Reg,19.271118332667324,7.328503568155007,53.70696454846067,0.6136431353317852
11,0.2,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,VIM,18.93235563939416,6.989740874881843,48.85647749799399,0.585277262367365
12,0.2,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,SNIPE(2),23.116329181888226,11.173714417375905,124.85189388107416,0.9356170853453958
13,0.2,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Lin's,3.7473769433223696,-8.195237821189949,67.16192294586217,-0.6862180504676612
14,0.2,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,DM,3.4656647725347565,-8.47694999197756,71.85868116648837,-0.7098068688581467
15,0.25,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Reg,20.735237775891083,8.792623011378765,77.31021942022738,0.7362393566864598
16,0.25,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,VIM,21.08938221860997,9.146767454097647,83.66335485933999,0.7658932013178072
17,0.25,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,SNIPE(2),18.794252364913792,6.8516376004014745,46.94493780723528,0.5737133563716074
18,0.25,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Lin's,3.768313532724876,-8.174301231787442,66.8192006280017,-0.6844649511828446
19,0.25,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,DM,3.5852515638013163,-8.357363200711001,69.84551966859843,-0.6997934175642212
20,0.3,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Reg,18.93436451290202,6.991749748389704,48.8845645441075,0.5854454728930726
21,0.3,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,VIM,18.1677509106786,6.225136146166282,38.75232003830599,0.5212540359808289
22,0.3,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,SNIPE(2),23.119347089470136,11.176732324957818,124.919345463757,0.935869786084842
23,0.3,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Lin's,3.726274962835274,-8.216339801677044,67.50823973662237,-0.6879849985693282
24,0.3,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,DM,3.7590101959755344,-8.183604568536783,66.9713837341761,-0.6852439545194494
25,0.4,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Reg,16.738151552364823,4.795536787852505,22.997173083646725,0.4015483110200058
26,0.4,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,VIM,15.712197144012803,3.769582379500488,14.209751315840558,0.3156412941244547
27,0.4,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,SNIPE(2),21.16351107121072,9.220896306698403,85.02492869888425,0.7721002886318039
28,0.4,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Lin's,3.872934499324988,-8.06968026518733,65.11973958235386,-0.6757046446115403
29,0.4,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,DM,3.7265830018445465,-8.216031762667772,67.50317792516569,-0.6879592053058472
30,0.5,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Reg,16.18418256214769,4.241567797635373,17.990897381937387,0.3551624063299156
